TIPO,ESTRATO ,CONSUMO JULIO 2020,CONSUMO AGOSTO 2020.,CONSUMO SEPTIEMBRE 2020.,CONSUMO OCTUBRE 2020.,CONSUMO NOVIEM 2020.,CONSUMO DICIEMBRE 2020.,PROMEDIO
RESIDENCIAL,ESTRATO 3,21,18,23,30,18,42,25.33333333
RESIDENCIAL,ESTRATO 3,0,4,2,3,13,8,5
RESIDENCIAL,ESTRATO 3,0,15,29,26,12,6,14.66666667
RESIDENCIAL,ESTRATO 3,1,0,15,9,8,23,9.333333333
RESIDENCIAL,ESTRATO 3,17,14,13,15,12,15,14.33333333
RESIDENCIAL,ESTRATO 2,14,3,9,0,0,16,7
RESIDENCIAL,ESTRATO 3,0,1,1,3,4,0,1.5
RESIDENCIAL,ESTRATO 3,16,1,4,8,5,7,6.833333333
RESIDENCIAL,ESTRATO 3,13,9,10,7,16,13,11.33333333
RESIDENCIAL,ESTRATO 3,26,21,12,33,17,19,21.33333333
RESIDENCIAL,ESTRATO 2,439,317,397,445,282,626,417.6666667
RESIDENCIAL,ESTRATO 3,1,5,2,2,1,3,2.333333333
RESIDENCIAL,ESTRATO 3,23,18,20,26,19,23,21.5
RESIDENCIAL,ESTRATO 3,18,23,29,28,17,24,23.16666667
RESIDENCIAL,ESTRATO 3,3,39,32,16,0,19,18.16666667
RESIDENCIAL,ESTRATO 3,26,19,65,41,3,23,29.5
RESIDENCIAL,ESTRATO 3,10,7,7,10,9,9,8.666666667
RESIDENCIAL,ESTRATO 3,19,12,22,31,14,14,18.66666667
RESIDENCIAL,ESTRATO 3,11,8,10,12,9,11,10.16666667
RESIDENCIAL,ESTRATO 3,33,15,21,21,27,30,24.5
RESIDENCIAL,ESTRATO 3,20,19,19,22,16,20,19.33333333
RESIDENCIAL,ESTRATO 3,20,23,23,19,21,12,19.66666667
RESIDENCIAL,ESTRATO 3,12,7,10,14,9,16,11.33333333
RESIDENCIAL,ESTRATO 3,11,9,11,8,5,10,9
RESIDENCIAL,ESTRATO 2,16,14,15,18,14,15,15.33333333
RESIDENCIAL,ESTRATO 3,19,14,15,12,2,22,14
RESIDENCIAL,ESTRATO 2,20,17,8,16,13,14,14.66666667
RESIDENCIAL,ESTRATO 2,7,6,7,10,6,8,7.333333333
RESIDENCIAL,ESTRATO 2,12,12,11,15,11,8,11.5
RESIDENCIAL,ESTRATO 2,30,21,26,0,55,28,26.66666667
RESIDENCIAL,ESTRATO 2,10,5,3,6,3,1,4.666666667
RESIDENCIAL,ESTRATO 2,12,15,29,21,62,49,31.33333333
RESIDENCIAL,ESTRATO 2,38,38,37,29,34,33,34.83333333
RESIDENCIAL,ESTRATO 2,0,0,0,0,4,4,1.333333333
RESIDENCIAL,ESTRATO 2,1,0,0,1,0,0,0.3333333333
RESIDENCIAL,ESTRATO 2,11,9,7,5,8,7,7.833333333
RESIDENCIAL,ESTRATO 2,19,22,20,14,19,11,17.5
RESIDENCIAL,ESTRATO 2,17,21,15,8,11,10,13.66666667
RESIDENCIAL,ESTRATO 2,0,0,1,1,0,0,0.3333333333
RESIDENCIAL,ESTRATO 2,1,2,10,12,13,16,9
RESIDENCIAL,ESTRATO 2,4,1,1,1,0,0,1.166666667
RESIDENCIAL,ESTRATO 2,7,15,21,15,13,10,13.5
RESIDENCIAL,ESTRATO 2,1,2,9,14,21,9,9.333333333
RESIDENCIAL,ESTRATO 2,8,8,6,8,5,3,6.333333333
RESIDENCIAL,ESTRATO 2,11,15,11,1,1,0,6.5
RESIDENCIAL,ESTRATO 2,3,34,6,0,5,2,8.333333333
RESIDENCIAL,ESTRATO 2,0,0,1,0,0,0,0.1666666667
RESIDENCIAL,ESTRATO 2,1,0,0,0,0,0,0.1666666667
RESIDENCIAL,ESTRATO 2,4,4,3,4,8,6,4.833333333
RESIDENCIAL,ESTRATO 2,12,13,13,14,17,14,13.83333333
RESIDENCIAL,ESTRATO 2,6,6,5,0,2,5,4
RESIDENCIAL,ESTRATO 2,3,1,0,0,1,1,1
RESIDENCIAL,ESTRATO 1,9,9,7,6,9,6,7.666666667
RESIDENCIAL,ESTRATO 2,24,29,24,26,41,38,30.33333333
RESIDENCIAL,ESTRATO 2,20,22,31,59,43,125,50
RESIDENCIAL,ESTRATO 2,16,15,15,29,17,17,18.16666667
RESIDENCIAL,ESTRATO 2,11,63,11,13,19,20,22.83333333
RESIDENCIAL,ESTRATO 2,19,25,26,26,50,54,33.33333333
